Country/Region,Date,Confirmed,Deaths,Recovered,Active,No_Of_New_Cases,No_Of_New_Deaths,No_Of_New_Recovered,Latitude,Longtitude
US,2020-03-02,98,6,7,85,24,5,0,37.09024,-95.712891
US,2020-03-03,118,7,7,104,20,1,0,37.09024,-95.712891
US,2020-03-04,149,11,7,131,31,4,0,37.09024,-95.712891
US,2020-03-05,219,12,7,200,70,1,0,37.09024,-95.712891
US,2020-03-06,267,14,7,246,48,2,0,37.09024,-95.712891
US,2020-03-07,403,17,7,379,136,3,0,37.09024,-95.712891
US,2020-03-08,519,21,7,491,116,4,0,37.09024,-95.712891
US,2020-03-09,588,22,7,559,69,1,0,37.09024,-95.712891
US,2020-03-10,962,28,8,926,374,6,1,37.09024,-95.712891
US,2020-03-11,1285,36,8,1241,323,8,0,37.09024,-95.712891
US,2020-03-12,1667,42,12,1613,382,6,4,37.09024,-95.712891
US,2020-03-13,2181,50,12,2119,514,8,0,37.09024,-95.712891
US,2020-03-14,2729,60,12,2657,548,10,0,37.09024,-95.712891
US,2020-03-15,3536,74,12,3450,807,14,0,37.09024,-95.712891
US,2020-03-16,4661,100,17,4544,1125,26,5,37.09024,-95.712891
US,2020-03-17,6437,134,17,6286,1776,34,0,37.09024,-95.712891
US,2020-03-18,7781,165,105,7511,1344,31,88,37.09024,-95.712891
US,2020-03-19,13748,259,121,13368,5967,94,16,37.09024,-95.712891
US,2020-03-20,19274,350,147,18777,5526,91,26,37.09024,-95.712891
US,2020-03-21,25600,442,176,24982,6326,92,29,37.09024,-95.712891
US,2020-03-22,33280,587,178,32515,7680,145,2,37.09024,-95.712891
US,2020-03-23,43862,786,178,42898,10582,199,0,37.09024,-95.712891
US,2020-03-24,53925,1011,348,52566,10063,225,170,37.09024,-95.712891
US,2020-03-25,65844,1320,361,64163,11919,309,13,37.09024,-95.712891
US,2020-03-26,83836,1726,681,81429,17992,406,320,37.09024,-95.712891
US,2020-03-27,101962,2269,869,98824,18126,543,188,37.09024,-95.712891
US,2020-03-28,121786,2744,1072,117970,19824,475,203,37.09024,-95.712891
US,2020-03-29,140910,3420,2665,134825,19124,676,1593,37.09024,-95.712891
US,2020-03-30,162147,4196,5644,152307,21237,776,2979,37.09024,-95.712891
US,2020-03-31,188172,5367,7024,175781,26025,1171,1380,37.09024,-95.712891
US,2020-04-01,213602,6511,8474,198617,25430,1144,1450,37.09024,-95.712891
US,2020-04-02,244008,7938,9001,227069,30406,1427,527,37.09024,-95.712891
US,2020-04-03,275798,9260,9707,256831,31790,1322,706,37.09024,-95.712891
US,2020-04-04,309027,10870,14652,283505,33229,1610,4945,37.09024,-95.712891
US,2020-04-05,336802,12375,17448,306979,27775,1505,2796,37.09024,-95.712891
US,2020-04-06,366317,13894,19581,332842,29515,1519,2133,37.09024,-95.712891
US,2020-04-07,397121,16191,21763,359167,30804,2297,2182,37.09024,-95.712891
US,2020-04-08,428654,18270,23559,386825,31533,2079,1796,37.09024,-95.712891
US,2020-04-09,463327,20288,25410,417629,34673,2018,1851,37.09024,-95.712891
US,2020-04-10,496846,22357,28790,445699,33519,2069,3380,37.09024,-95.712891
US,2020-04-11,526776,24366,31270,471140,29930,2009,2480,37.09024,-95.712891
US,2020-04-12,555313,26086,32988,496239,28537,1720,1718,37.09024,-95.712891
US,2020-04-13,580624,27870,43482,509272,25311,1784,10494,37.09024,-95.712891
US,2020-04-14,607670,30262,47763,529645,27046,2392,4281,37.09024,-95.712891
US,2020-04-15,636674,32760,52096,551818,29004,2498,4333,37.09024,-95.712891
US,2020-04-16,667981,34844,54703,578434,31307,2084,2607,37.09024,-95.712891
US,2020-04-17,700062,37428,58545,604089,32081,2584,3842,37.09024,-95.712891
US,2020-04-18,732590,39775,64840,627975,32528,2347,6295,37.09024,-95.712891
US,2020-04-19,758809,40945,70337,647527,26219,1170,5497,37.09024,-95.712891
US,2020-04-20,784708,42686,72329,669693,25899,1741,1992,37.09024,-95.712891
US,2020-04-21,811865,45086,75204,691575,27157,2400,2875,37.09024,-95.712891
US,2020-04-22,840351,47412,77366,715573,28486,2326,2162,37.09024,-95.712891
US,2020-04-23,869170,49724,80203,739243,28819,2312,2837,37.09024,-95.712891
US,2020-04-24,905358,51493,99079,754786,36188,1769,18876,37.09024,-95.712891
US,2020-04-25,938154,53755,100372,784027,32796,2262,1293,37.09024,-95.712891
US,2020-04-26,965785,54881,106988,803916,27631,1126,6616,37.09024,-95.712891
US,2020-04-27,988197,56219,111424,820554,22412,1338,4436,37.09024,-95.712891
US,2020-04-28,1012582,58355,115936,838291,24385,2136,4512,37.09024,-95.712891
US,2020-04-29,1039909,60967,120720,858222,27327,2612,4784,37.09024,-95.712891
US,2020-04-30,1069424,62996,153947,852481,29515,2029,33227,37.09024,-95.712891
US,2020-05-01,1103461,64943,164015,874503,34037,1947,10068,37.09024,-95.712891
US,2020-05-02,1132539,66369,175382,890788,29078,1426,11367,37.09024,-95.712891
US,2020-05-03,1158040,67682,180152,910206,25501,1313,4770,37.09024,-95.712891
US,2020-05-04,1180375,68922,187180,924273,22335,1240,7028,37.09024,-95.712891
US,2020-05-05,1204351,71064,189791,943496,23976,2142,2611,37.09024,-95.712891
US,2020-05-06,1229331,73455,189910,965966,24980,2391,119,37.09024,-95.712891
US,2020-05-07,1257023,75662,195036,986325,27692,2207,5126,37.09024,-95.712891
US,2020-05-08,1283929,77180,198993,1007756,26906,1518,3957,37.09024,-95.712891
US,2020-05-09,1309550,78795,212534,1018221,25621,1615,13541,37.09024,-95.712891
US,2020-05-10,1329260,79526,216169,1033565,19710,731,3635,37.09024,-95.712891
US,2020-05-11,1347881,80682,232733,1034466,18621,1156,16564,37.09024,-95.712891
US,2020-05-12,1369376,82356,230287,1056733,21495,1674,0,37.09024,-95.712891
US,2020-05-13,1390406,84119,243430,1062857,21030,1763,13143,37.09024,-95.712891
US,2020-05-14,1417774,85898,246414,1085462,27368,1779,2984,37.09024,-95.712891
US,2020-05-15,1442824,87530,250747,1104547,25050,1632,4333,37.09024,-95.712891
US,2020-05-16,1467820,88754,268376,1110690,24996,1224,17629,37.09024,-95.712891
US,2020-05-17,1486757,89562,272265,1124930,18937,808,3889,37.09024,-95.712891
US,2020-05-18,1508308,90347,283178,1134783,21551,785,10913,37.09024,-95.712891
US,2020-05-19,1528568,91921,289392,1147255,20260,1574,6214,37.09024,-95.712891
US,2020-05-20,1551853,93439,294312,1164102,23285,1518,4920,37.09024,-95.712891
US,2020-05-21,1577147,94702,298418,1184027,25294,1263,4106,37.09024,-95.712891
US,2020-05-22,1600937,95978,350135,1154824,23790,1276,51717,37.09024,-95.712891
US,2020-05-23,1622612,97086,361239,1164287,21675,1108,11104,37.09024,-95.712891
US,2020-05-24,1643246,97719,366736,1178791,20634,633,5497,37.09024,-95.712891
US,2020-05-25,1662302,98219,379157,1184926,19056,500,12421,37.09024,-95.712891
US,2020-05-26,1680913,98912,384902,1197099,18611,693,5745,37.09024,-95.712891
US,2020-05-27,1699176,100417,391508,1207251,18263,1505,6606,37.09024,-95.712891
US,2020-05-28,1721753,101616,399991,1220146,22577,1199,8483,37.09024,-95.712891
US,2020-05-29,1746019,102809,406446,1236764,24266,1193,6455,37.09024,-95.712891
US,2020-05-30,1770165,103776,416461,1249928,24146,967,10015,37.09024,-95.712891
US,2020-05-31,1790172,104381,444758,1241033,20007,605,28297,37.09024,-95.712891
US,2020-06-01,1811020,105149,458231,1247640,20848,768,13473,37.09024,-95.712891
US,2020-06-02,1831821,106180,463868,1261773,20801,1031,5637,37.09024,-95.712891
US,2020-06-03,1851520,107161,479258,1265101,19699,981,15390,37.09024,-95.712891
US,2020-06-04,1872660,108197,485002,1279461,21140,1036,5744,37.09024,-95.712891
US,2020-06-05,1902632,109359,491706,1301567,29972,1162,6704,37.09024,-95.712891
US,2020-06-06,1925765,110068,500849,1314848,23133,709,9143,37.09024,-95.712891
US,2020-06-07,1943882,110511,506367,1327004,18117,443,5518,37.09024,-95.712891
US,2020-06-08,1961428,111011,518522,1331895,17546,500,12155,37.09024,-95.712891
US,2020-06-09,1973230,111694,524855,1336681,11802,683,6333,37.09024,-95.712891
Brazil,2020-01-22,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-01-23,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-01-24,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-01-25,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-01-26,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-01-27,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-01-28,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-01-29,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-01-30,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-01-31,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-01,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-02,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-03,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-04,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-05,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-06,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-07,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-08,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-09,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-10,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-11,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-12,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-13,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-14,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-15,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-16,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-17,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-18,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-19,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-20,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-21,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-22,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-23,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-24,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-25,0,0,0,0,0,0,0,-14.235004,-51.92528
Brazil,2020-02-26,1,0,0,1,1,0,0,-14.235004,-51.92528
Brazil,2020-02-27,1,0,0,1,0,0,0,-14.235004,-51.92528
Brazil,2020-02-28,1,0,0,1,0,0,0,-14.235004,-51.92528
Brazil,2020-02-29,2,0,0,2,1,0,0,-14.235004,-51.92528
Brazil,2020-03-01,2,0,0,2,0,0,0,-14.235004,-51.92528
Brazil,2020-03-02,2,0,0,2,0,0,0,-14.235004,-51.92528
Brazil,2020-03-03,2,0,0,2,0,0,0,-14.235004,-51.92528
Brazil,2020-03-04,4,0,0,4,2,0,0,-14.235004,-51.92528
Brazil,2020-03-05,4,0,0,4,0,0,0,-14.235004,-51.92528
Brazil,2020-03-06,13,0,0,13,9,0,0,-14.235004,-51.92528
Brazil,2020-03-07,13,0,0,13,0,0,0,-14.235004,-51.92528
Brazil,2020-03-08,20,0,0,20,7,0,0,-14.235004,-51.92528
Brazil,2020-03-09,25,0,0,25,5,0,0,-14.235004,-51.92528
Brazil,2020-03-10,31,0,0,31,6,0,0,-14.235004,-51.92528
Brazil,2020-03-11,38,0,0,38,7,0,0,-14.235004,-51.92528
Brazil,2020-03-12,52,0,0,52,14,0,0,-14.235004,-51.92528
Brazil,2020-03-13,151,0,0,151,99,0,0,-14.235004,-51.92528
Brazil,2020-03-14,151,0,0,151,0,0,0,-14.235004,-51.92528
Brazil,2020-03-15,162,0,0,162,11,0,0,-14.235004,-51.92528
Brazil,2020-03-16,200,0,1,199,38,0,1,-14.235004,-51.92528
Brazil,2020-03-17,321,1,2,318,121,1,1,-14.235004,-51.92528
Brazil,2020-03-18,372,3,2,367,51,2,0,-14.235004,-51.92528
Brazil,2020-03-19,621,6,2,613,249,3,0,-14.235004,-51.92528
Brazil,2020-03-20,793,11,2,780,172,5,0,-14.235004,-51.92528
Brazil,2020-03-21,1021,15,2,1004,228,4,0,-14.235004,-51.92528
Brazil,2020-03-22,1546,25,2,1519,525,10,0,-14.235004,-51.92528
Brazil,2020-03-23,1924,34,2,1888,378,9,0,-14.235004,-51.92528
Brazil,2020-03-24,2247,46,2,2199,323,12,0,-14.235004,-51.92528
Brazil,2020-03-25,2554,59,2,2493,307,13,0,-14.235004,-51.92528
Brazil,2020-03-26,2985,77,6,2902,431,18,4,-14.235004,-51.92528
Brazil,2020-03-27,3417,92,6,3319,432,15,0,-14.235004,-51.92528
Brazil,2020-03-28,3904,111,6,3787,487,19,0,-14.235004,-51.92528
Brazil,2020-03-29,4256,136,6,4114,352,25,0,-14.235004,-51.92528
Brazil,2020-03-30,4579,159,120,4300,323,23,114,-14.235004,-51.92528
Brazil,2020-03-31,5717,201,127,5389,1138,42,7,-14.235004,-51.92528
Brazil,2020-04-01,6836,240,127,6469,1119,39,0,-14.235004,-51.92528
Brazil,2020-04-02,8044,324,127,7593,1208,84,0,-14.235004,-51.92528
Brazil,2020-04-03,9056,359,127,8570,1012,35,0,-14.235004,-51.92528
Brazil,2020-04-04,10360,445,127,9788,1304,86,0,-14.235004,-51.92528
Brazil,2020-04-05,11130,486,127,10517,770,41,0,-14.235004,-51.92528
Brazil,2020-04-06,12161,564,127,11470,1031,78,0,-14.235004,-51.92528
Brazil,2020-04-07,14034,686,127,13221,1873,122,0,-14.235004,-51.92528
Brazil,2020-04-08,16170,819,127,15224,2136,133,0,-14.235004,-51.92528
Brazil,2020-04-09,18092,950,173,16969,1922,131,46,-14.235004,-51.92528
Brazil,2020-04-10,19638,1057,173,18408,1546,107,0,-14.235004,-51.92528
Brazil,2020-04-11,20727,1124,173,19430,1089,67,0,-14.235004,-51.92528
Brazil,2020-04-12,22192,1223,173,20796,1465,99,0,-14.235004,-51.92528
Brazil,2020-04-13,23430,1328,173,21929,1238,105,0,-14.235004,-51.92528
Brazil,2020-04-14,25262,1532,3046,20684,1832,204,2873,-14.235004,-51.92528
Brazil,2020-04-15,28320,1736,14026,12558,3058,204,10980,-14.235004,-51.92528
Brazil,2020-04-16,30425,1924,14026,14475,2105,188,0,-14.235004,-51.92528
Brazil,2020-04-17,33682,2141,14026,17515,3257,217,0,-14.235004,-51.92528
Brazil,2020-04-18,36658,2354,14026,20278,2976,213,0,-14.235004,-51.92528
Brazil,2020-04-19,38654,2462,22130,14062,1996,108,8104,-14.235004,-51.92528
Brazil,2020-04-20,40743,2587,22130,16026,2089,125,0,-14.235004,-51.92528
Brazil,2020-04-21,43079,2741,22991,17347,2336,154,861,-14.235004,-51.92528
Brazil,2020-04-22,45757,2906,25318,17533,2678,165,2327,-14.235004,-51.92528
Brazil,2020-04-23,50036,3331,26573,20132,4279,425,1255,-14.235004,-51.92528
Brazil,2020-04-24,54043,3704,27655,22684,4007,373,1082,-14.235004,-51.92528
Brazil,2020-04-25,59324,4057,29160,26107,5281,353,1505,-14.235004,-51.92528
Brazil,2020-04-26,63100,4286,30152,28662,3776,229,992,-14.235004,-51.92528
Brazil,2020-04-27,67446,4603,31142,31701,4346,317,990,-14.235004,-51.92528
Brazil,2020-04-28,73235,5083,32544,35608,5789,480,1402,-14.235004,-51.92528
Brazil,2020-04-29,79685,5513,34132,40040,6450,430,1588,-14.235004,-51.92528
Brazil,2020-04-30,87187,6006,35935,45246,7502,493,1803,-14.235004,-51.92528
Brazil,2020-05-01,92202,6412,38039,47751,5015,406,2104,-14.235004,-51.92528
Brazil,2020-05-02,97100,6761,40937,49402,4898,349,2898,-14.235004,-51.92528
Brazil,2020-05-03,101826,7051,42991,51784,4726,290,2054,-14.235004,-51.92528
Brazil,2020-05-04,108620,7367,45815,55438,6794,316,2824,-14.235004,-51.92528
Brazil,2020-05-05,115455,7938,48221,59296,6835,571,2406,-14.235004,-51.92528
Brazil,2020-05-06,126611,8588,51370,66653,11156,650,3149,-14.235004,-51.92528
Brazil,2020-05-07,135773,9190,55350,71233,9162,602,3980,-14.235004,-51.92528
Brazil,2020-05-08,146894,10017,59297,77580,11121,827,3947,-14.235004,-51.92528
Brazil,2020-05-09,156061,10656,61685,83720,9167,639,2388,-14.235004,-51.92528
Brazil,2020-05-10,162699,11123,64957,86619,6638,467,3272,-14.235004,-51.92528
Brazil,2020-05-11,169594,11653,67384,90557,6895,530,2427,-14.235004,-51.92528
Brazil,2020-05-12,178214,12461,72597,93156,8620,808,5213,-14.235004,-51.92528
Brazil,2020-05-13,190137,13240,78424,98473,11923,779,5827,-14.235004,-51.92528
Brazil,2020-05-14,203165,13999,79479,109687,13028,759,1055,-14.235004,-51.92528
Brazil,2020-05-15,220291,14962,84970,120359,17126,963,5491,-14.235004,-51.92528
Brazil,2020-05-16,233511,15662,89672,128177,13220,700,4702,-14.235004,-51.92528
Brazil,2020-05-17,241080,16118,94122,130840,7569,456,4450,-14.235004,-51.92528
Brazil,2020-05-18,255368,16853,100459,138056,14288,735,6337,-14.235004,-51.92528
Brazil,2020-05-19,271885,17983,106794,147108,16517,1130,6335,-14.235004,-51.92528
Brazil,2020-05-20,291579,18859,116683,156037,19694,876,9889,-14.235004,-51.92528
Brazil,2020-05-21,310087,20047,125960,164080,18508,1188,9277,-14.235004,-51.92528
Brazil,2020-05-22,330890,21048,135430,174412,20803,1001,9470,-14.235004,-51.92528
Brazil,2020-05-23,347398,22013,142587,182798,16508,965,7157,-14.235004,-51.92528
Brazil,2020-05-24,363211,22666,149911,190634,15813,653,7324,-14.235004,-51.92528
Brazil,2020-05-25,374898,23473,153833,197592,11687,807,3922,-14.235004,-51.92528
Brazil,2020-05-26,391222,24512,158593,208117,16324,1039,4760,-14.235004,-51.92528
Brazil,2020-05-27,411821,25598,166647,219576,20599,1086,8054,-14.235004,-51.92528
Brazil,2020-05-28,438238,26754,177604,233880,26417,1156,10957,-14.235004,-51.92528
Brazil,2020-05-29,465166,27878,189476,247812,26928,1124,11872,-14.235004,-51.92528
Brazil,2020-05-30,498440,28834,200892,268714,33274,956,11416,-14.235004,-51.92528
Brazil,2020-05-31,514849,29314,206555,278980,16409,480,5663,-14.235004,-51.92528
Brazil,2020-06-01,526447,29937,211080,285430,11598,623,4525,-14.235004,-51.92528
Brazil,2020-06-02,555383,31199,223638,300546,28936,1262,12558,-14.235004,-51.92528
Brazil,2020-06-03,584016,32548,238617,312851,28633,1349,14979,-14.235004,-51.92528
Brazil,2020-06-04,614941,34021,254963,325957,30925,1473,16346,-14.235004,-51.92528
Brazil,2020-06-05,645771,35026,266940,343805,30830,1005,11977,-14.235004,-51.92528
Brazil,2020-06-06,672846,35930,277149,359767,27075,904,10209,-14.235004,-51.92528
Brazil,2020-06-07,691758,36455,283952,371351,18912,525,6803,-14.235004,-51.92528
Brazil,2020-06-08,707412,37134,378257,292021,15654,679,94305,-14.235004,-51.92528
Brazil,2020-06-09,739503,38406,396737,304360,32091,1272,18480,-14.235004,-51.92528
Russia,2020-01-22,0,0,0,0,0,0,0,61.52401,105.31875600000001
Russia,2020-01-23,0,0,0,0,0,0,0,61.52401,105.31875600000001
Russia,2020-01-24,0,0,0,0,0,0,0,61.52401,105.31875600000001
Russia,2020-01-25,0,0,0,0,0,0,0,61.52401,105.31875600000001
Russia,2020-01-26,0,0,0,0,0,0,0,61.52401,105.31875600000001
Russia,2020-01-27,0,0,0,0,0,0,0,61.52401,105.31875600000001
Russia,2020-01-28,0,0,0,0,0,0,0,61.52401,105.31875600000001
Russia,2020-01-29,0,0,0,0,0,0,0,61.52401,105.31875600000001
Russia,2020-01-30,0,0,0,0,0,0,0,61.52401,105.31875600000001
Russia,2020-01-31,2,0,0,2,2,0,0,61.52401,105.31875600000001
Russia,2020-02-01,2,0,0,2,0,0,0,61.52401,105.31875600000001
Russia,2020-02-02,2,0,0,2,0,0,0,61.52401,105.31875600000001
Russia,2020-02-03,2,0,0,2,0,0,0,61.52401,105.31875600000001
Russia,2020-02-04,2,0,0,2,0,0,0,61.52401,105.31875600000001
Russia,2020-02-05,2,0,0,2,0,0,0,61.52401,105.31875600000001
Russia,2020-02-06,2,0,0,2,0,0,0,61.52401,105.31875600000001
Russia,2020-02-07,2,0,0,2,0,0,0,61.52401,105.31875600000001
Russia,2020-02-08,2,0,0,2,0,0,0,61.52401,105.31875600000001
Russia,2020-02-09,2,0,0,2,0,0,0,61.52401,105.31875600000001
Russia,2020-02-10,2,0,0,2,0,0,0,61.52401,105.31875600000001
Russia,2020-02-11,2,0,0,2,0,0,0,61.52401,105.31875600000001
Russia,2020-02-12,2,0,2,0,0,0,2,61.52401,105.31875600000001
Russia,2020-02-13,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-14,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-15,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-16,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-17,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-18,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-19,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-20,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-21,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-22,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-23,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-24,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-25,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-26,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-27,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-28,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-02-29,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-03-01,2,0,2,0,0,0,0,61.52401,105.31875600000001
Russia,2020-03-02,3,0,2,1,1,0,0,61.52401,105.31875600000001
Russia,2020-03-03,3,0,2,1,0,0,0,61.52401,105.31875600000001
Russia,2020-03-04,3,0,2,1,0,0,0,61.52401,105.31875600000001
Russia,2020-03-05,4,0,2,2,1,0,0,61.52401,105.31875600000001
Russia,2020-03-06,13,0,2,11,9,0,0,61.52401,105.31875600000001
Russia,2020-03-07,13,0,2,11,0,0,0,61.52401,105.31875600000001
Russia,2020-03-08,17,0,3,14,4,0,1,61.52401,105.31875600000001
Russia,2020-03-09,17,0,3,14,0,0,0,61.52401,105.31875600000001
Russia,2020-03-10,20,0,3,17,3,0,0,61.52401,105.31875600000001
Russia,2020-03-11,20,0,3,17,0,0,0,61.52401,105.31875600000001
Russia,2020-03-12,28,0,3,25,8,0,0,61.52401,105.31875600000001
Russia,2020-03-13,45,0,3,42,17,0,0,61.52401,105.31875600000001
Russia,2020-03-14,59,0,8,51,14,0,5,61.52401,105.31875600000001
Russia,2020-03-15,63,0,8,55,4,0,0,61.52401,105.31875600000001
Russia,2020-03-16,90,0,8,82,27,0,0,61.52401,105.31875600000001
Russia,2020-03-17,114,0,8,106,24,0,0,61.52401,105.31875600000001
Russia,2020-03-18,147,0,8,139,33,0,0,61.52401,105.31875600000001
Russia,2020-03-19,199,1,9,189,52,1,1,61.52401,105.31875600000001
Russia,2020-03-20,253,1,9,243,54,0,0,61.52401,105.31875600000001
Russia,2020-03-21,306,1,12,293,53,0,3,61.52401,105.31875600000001
Russia,2020-03-22,367,1,16,350,61,0,4,61.52401,105.31875600000001
Russia,2020-03-23,438,1,16,421,71,0,0,61.52401,105.31875600000001
Russia,2020-03-24,495,1,22,472,57,0,6,61.52401,105.31875600000001
Russia,2020-03-25,658,3,29,626,163,2,7,61.52401,105.31875600000001
Russia,2020-03-26,840,3,38,799,182,0,9,61.52401,105.31875600000001
Russia,2020-03-27,1036,4,45,987,196,1,7,61.52401,105.31875600000001
Russia,2020-03-28,1264,4,49,1211,228,0,4,61.52401,105.31875600000001
Russia,2020-03-29,1534,8,64,1462,270,4,15,61.52401,105.31875600000001
Russia,2020-03-30,1836,9,66,1761,302,1,2,61.52401,105.31875600000001
Russia,2020-03-31,2337,17,121,2199,501,8,55,61.52401,105.31875600000001
Russia,2020-04-01,2777,24,190,2563,440,7,69,61.52401,105.31875600000001
